Fish #,Latitude,Longitude,Length,Recap Tag#,
994,65.3842,-147.5883,292,-,
995,65.3842,-147.5883,269,-,
996,65.3827,-147.5921,270,-,
997,65.3827,-147.5921,270,-,
998,65.3827,-147.5921,290,218,
999,65.3827,-147.5921,314,-,
"1,000",65.3827,-147.5921,290,-,
"1,001",65.3827,-147.5921,296,-,
"1,002",65.3814,-147.5913,270,-,
"1,003",65.3814,-147.5913,254,-,
"1,004",65.3814,-147.5913,285,-,
"1,005",65.3793,-147.5956,275,-,
"1,006",65.3793,-147.5956,254,-,
"1,007",65.3793,-147.5956,304,-,
"1,008",65.3793,-147.5956,268,-,
"1,009",65.3792,-147.5982,320,-,
"1,010",65.3792,-147.5982,285,-,
"1,011",65.3792,-147.5982,281,-,
"1,012",65.3792,-147.5982,261,-,
"1,013",65.3792,-147.5982,250,-,
"1,014",65.3798,-147.6018,274,-,
"1,015",65.3798,-147.6018,284,-,
"1,016",65.3798,-147.6018,282,-,
"1,017",65.3798,-147.6018,275,-,
"1,018",65.3798,-147.6018,332,-,
"1,019",65.3798,-147.6018,275,-,
"1,020",65.3798,-147.6018,319,-,
"1,021",65.3798,-147.6018,278,-,
"1,022",65.3802,-147.6056,316,170,
"1,023",65.3822,-147.6121,314,-,
"1,024",65.3846,-147.5739,257,-,
"1,025",65.3836,-147.5798,291,-,
"1,026",65.3836,-147.5798,258,-,
"1,027",65.3829,-147.5832,258,-,
"1,028",65.3829,-147.5832,284,-,
"1,029",65.3829,-147.5832,258,-,
"1,030",65.3829,-147.5832,291,-,
"1,031",65.3829,-147.5832,272,-,
"1,032",65.3829,-147.5832,289,-,
"1,033",65.3839,-147.5850,293,-,
"1,034",65.3839,-147.5850,283,-,
"1,035",65.3839,-147.5850,286,-,
"1,036",65.3839,-147.5850,264,-,
"1,037",65.3839,-147.5850,267,-,
"1,038",65.3839,-147.5850,299,-,
"1,039",65.3839,-147.5850,306,-,
"1,040",65.3839,-147.5850,294,-,
"1,041",65.3839,-147.5850,257,-,
"1,042",65.3836,-147.5914,253,-,
"1,043",65.3836,-147.5914,250,-,
"1,044",65.3836,-147.5914,260,-,
"1,045",65.3836,-147.5914,293,-,
"1,046",65.3836,-147.5914,294,-,
"1,047",65.3836,-147.5914,262,-,
"1,048",65.3836,-147.5914,270,-,
"1,049",65.3836,-147.5914,267,-,
"1,050",65.3836,-147.5914,279,-,
"1,051",65.3872,-147.5918,332,-,
"1,052",65.3872,-147.5918,264,-,
"1,053",65.3872,-147.5918,295,-,
"1,054",65.3872,-147.5918,285,-,
"1,055",65.3872,-147.5918,317,-,
"1,056",65.3872,-147.5918,303,-,
"1,057",65.3872,-147.5918,294,-,
"1,058",65.3872,-147.5918,284,-,
"1,059",65.3872,-147.5918,280,-,
"1,060",65.3872,-147.5918,275,-,
"1,061",65.3814,-147.5909,283,-,
"1,062",65.3814,-147.5909,278,-,
"1,063",65.3814,-147.5909,258,-,
"1,064",65.3814,-147.5909,324,-,
"1,065",65.3822,-147.5873,291,-,
"1,066",65.3822,-147.5873,266,-,
"1,067",65.3822,-147.5873,283,-,
"1,068",65.3822,-147.5873,252,-,
"1,069",65.3822,-147.5873,261,-,
"1,070",65.3800,-147.5978,250,-,
"1,071",65.3802,-147.6037,322,-,
"1,072",65.3802,-147.6037,308,-,
"1,073",65.3802,-147.6037,255,-,
"1,074",65.3802,-147.6037,301,-,
"1,075",65.3802,-147.6037,320,-,
"1,076",65.3802,-147.6037,261,-,
"1,077",65.3802,-147.6037,299,-,
"1,078",65.3802,-147.6037,361,-,
"1,079",65.3802,-147.6037,328,-,
"1,080",65.3802,-147.6037,299,-,
"1,081",65.3802,-147.6037,281,-,
"1,082",65.3770,-147.5273,265,-,
"1,083",65.3770,-147.5273,285,-,
"1,084",65.3800,-147.5303,300,-,
"1,085",65.3800,-147.5303,265,-,
"1,086",65.3814,-147.5360,291,-,
"1,087",65.3804,-147.5578,290,-,
"1,088",65.3804,-147.5578,281,-,
"1,089",65.3809,-147.5616,261,-,
"1,090",65.3809,-147.5616,255,-,
"1,091",65.3809,-147.5616,252,-,
"1,092",65.3809,-147.5616,265,-,
"1,093",65.3829,-147.5821,264,-,
"1,094",65.3829,-147.5821,279,-,
"1,095",65.3829,-147.5821,305,-,
"1,096",65.3825,-147.5977,272,-,
"1,097",65.3804,-147.6032,258,-,
"1,098",65.3804,-147.6032,260,-,
"1,099",65.3804,-147.6032,282,-,
"1,100",65.3804,-147.6032,250,-,
"1,101",65.3832,-147.6032,275,-,
"1,102",65.3832,-147.6032,255,-,
"1,103",65.3832,-147.6032,265,-,
"1,104",65.3832,-147.6032,282,-,
"1,105",65.3848,-147.6031,258,-,
"1,106",65.3848,-147.6031,264,-,
"1,107",65.3848,-147.6031,271,-,
"1,108",65.3827,-147.6139,251,-,
"1,109",65.3808,-147.6208,331,-,
"1,110",65.3808,-147.6208,276,-,
"1,111",65.3808,-147.6208,295,-,
"1,112",65.3780,-147.6239,310,-,
"1,113",65.3780,-147.6239,265,-,
"1,114",65.3780,-147.6239,280,-,
"1,115",65.3780,-147.6239,283,-,
"1,116",65.3759,-147.6348,250,-,
"1,117",65.3759,-147.6348,252,-,
"1,118",65.3759,-147.6348,250,-,
"1,119",65.3759,-147.6348,253,-,
"1,120",65.3759,-147.6348,280,-,
"1,121",65.3759,-147.6348,250,-,
"1,122",65.3759,-147.6348,296,-,
"1,123",65.3759,-147.6348,340,-,
"1,124",65.3760,-147.5216,280,-,
"1,125",65.3760,-147.5216,300,-,
"1,126",65.3760,-147.5216,281,-,
"1,127",65.3760,-147.5216,270,-,
"1,128",65.3760,-147.5216,266,-,
"1,129",65.3760,-147.5216,274,-,
"1,130",65.3760,-147.5216,275,-,
"1,131",65.3760,-147.5216,272,-,
"1,132",65.3760,-147.5216,254,-,
"1,133",65.3760,-147.5216,269,-,
"1,134",65.3760,-147.5216,255,-,
"1,135",65.3760,-147.5216,300,-,
"1,136",65.3760,-147.5216,270,-,
"1,137",65.3760,-147.5216,283,-,
"1,138",65.3760,-147.5216,260,-,
"1,139",65.3760,-147.5216,290,-,
"1,140",65.3760,-147.5216,297,-,
"1,141",65.3760,-147.5216,306,-,
"1,142",65.3760,-147.5216,272,-,
"1,143",65.3765,-147.5282,294,-,
"1,144",65.3765,-147.5282,264,-,
"1,145",65.3765,-147.5282,246,-,Fish is <250 mm.  Should we keep or toss since objective is at least 250 mm.  Thinking toss.  This is the only outlier.
"1,146",65.3765,-147.5282,259,-,
"1,147",65.3765,-147.5282,258,-,
"1,148",65.3765,-147.5282,250,-,
"1,149",65.3765,-147.5282,263,-,
"1,150",65.3765,-147.5282,283,-,
"1,151",65.3765,-147.5282,294,-,
"1,152",65.3765,-147.5282,290,-,
"1,153",65.3765,-147.5282,255,-,
"1,154",65.3765,-147.5282,266,-,
"1,155",65.3765,-147.5282,305,-,
"1,156",65.3784,-147.5306,302,-,
"1,157",65.3784,-147.5306,258,-,
"1,158",65.3784,-147.5306,296,-,
"1,159",65.3817,-147.5363,298,-,
"1,160",65.3817,-147.5363,321,-,
"1,161",65.3817,-147.5363,318,-,
"1,162",65.3817,-147.5363,293,-,
"1,163",65.3817,-147.5363,285,-,
"1,164",65.3817,-147.5363,289,-,
"1,165",65.3817,-147.5363,302,-,
"1,166",65.3801,-147.5551,309,-,
"1,167",65.3801,-147.5551,263,-,
"1,168",65.3801,-147.5551,284,-,
"1,169",65.3801,-147.5551,320,-,
"1,170",65.3801,-147.5551,286,-,
"1,171",65.3801,-147.5551,251,-,
"1,172",65.3801,-147.5551,273,-,
"1,173",65.3801,-147.5551,261,-,
"1,174",65.3801,-147.5551,297,-,
"1,175",65.3801,-147.5551,270,-,
"1,176",65.3801,-147.5551,277,-,
"1,177",65.3801,-147.5585,284,-,
"1,178",65.3801,-147.5585,310,-,
"1,179",65.3801,-147.5585,276,-,
"1,180",65.3801,-147.5585,255,-,
"1,181",65.3801,-147.5585,266,-,
"1,182",65.3801,-147.5585,326,-,
"1,183",65.3801,-147.5585,370,-,
"1,184",65.3801,-147.5585,291,-,
"1,185",65.3801,-147.5585,284,-,
"1,186",65.3801,-147.5585,261,-,
"1,187",65.3801,-147.5585,273,-,
"1,188",65.3813,-147.5639,284,-,
"1,189",65.3813,-147.5639,281,-,
"1,190",65.3813,-147.5639,273,-,
"1,191",65.3813,-147.5639,295,-,
"1,192",65.3813,-147.5639,261,-,
"1,193",65.3813,-147.5639,292,-,
"1,194",65.3839,-147.5707,302,-,
"1,195",65.3839,-147.5707,291,-,
"1,196",65.3839,-147.5707,316,-,
"1,197",65.3839,-147.5707,252,-,
"1,198",65.3839,-147.5707,301,-,
"1,199",65.3839,-147.5707,264,-,
"1,200",65.3760,-147.5216,309,-,
"1,201",65.3760,-147.5216,253,-,
"1,202",65.3760,-147.5216,257,-,
"1,203",65.3760,-147.5216,264,-,
"1,204",65.3760,-147.5216,259,-,
"1,205",65.3760,-147.5216,277,-,
"1,206",65.3760,-147.5216,303,-,
"1,207",65.3760,-147.5216,269,-,
"1,208",65.3760,-147.5216,292,-,
"1,209",65.3760,-147.5216,267,-,
"1,210",65.3760,-147.5216,296,-,
"1,211",65.3760,-147.5216,274,-,
"1,212",65.3760,-147.5216,261,-,
"1,213",65.3760,-147.5216,254,-,
"1,214",65.3760,-147.5216,263,-,
"1,215",65.3760,-147.5216,260,-,
"1,216",65.3760,-147.5216,285,-,
"1,217",65.3760,-147.5216,290,-,
"1,218",65.3760,-147.5216,251,-,
"1,219",65.3782,-147.5308,293,-,
"1,220",65.3782,-147.5308,308,-,
"1,221",65.3782,-147.5308,254,-,
"1,222",65.3816,-147.5362,252,-,
"1,223",65.3816,-147.5362,295,-,
"1,224",65.3816,-147.5362,258,-,
"1,225",65.3816,-147.5362,263,-,
"1,226",65.3816,-147.5362,255,-,
"1,227",65.3816,-147.5362,284,-,
"1,228",65.3816,-147.5362,255,-,
"1,229",65.3816,-147.5362,289,-,
"1,230",65.3801,-147.5550,261,-,
"1,231",65.3801,-147.5550,255,-,
"1,232",65.3801,-147.5550,274,-,
"1,233",65.3801,-147.5550,250,-,
"1,234",65.3801,-147.5550,263,-,
"1,235",65.3801,-147.5550,304,-,
"1,236",65.3801,-147.5550,251,-,
"1,237",65.3801,-147.5550,299,-,
"1,238",65.3801,-147.5550,269,-,
"1,239",65.3801,-147.5550,321,-,
"1,240",65.3801,-147.5550,282,-,
"1,241",65.3801,-147.5550,260,-,
"1,242",65.3801,-147.5550,310,-,
"1,243",65.3801,-147.5550,284,-,
"1,244",65.3806,-147.5590,262,-,
"1,245",65.3806,-147.5590,281,-,
"1,246",65.3806,-147.5590,298,-,
"1,247",65.3806,-147.5590,252,-,
"1,248",65.3806,-147.5590,274,-,
"1,249",65.3806,-147.5590,250,-,
"1,250",65.3813,-147.5639,293,-,
"1,251",65.3842,-147.5700,264,-,
"1,252",65.3842,-147.5700,313,-,
"1,253",65.3773,-147.6434,268,-,
"1,254",65.3777,-147.6556,295,-,
"1,255",65.3777,-147.6556,269,-,
"1,256",65.3777,-147.6556,291,-,
"1,257",65.3777,-147.6556,289,-,
"1,258",65.3777,-147.6556,356,-,
"1,259",65.3777,-147.6556,255,-,
"1,260",65.3777,-147.6556,251,-,
"1,261",65.3777,-147.6556,280,-,
"1,262",65.3779,-147.6587,255,211,
"1,263",65.3779,-147.6587,252,-,
"1,264",65.3779,-147.6587,280,-,
"1,265",65.3779,-147.6587,259,-,
"1,266",65.3779,-147.6587,272,-,
"1,267",65.3779,-147.6587,256,-,
"1,268",65.3779,-147.6610,263,214,
"1,269",65.3779,-147.6610,270,-,
"1,270",65.3779,-147.6610,270,358,
"1,271",65.3779,-147.6610,276,-,
"1,272",65.3779,-147.6610,281,-,
"1,273",65.3779,-147.6610,252,-,
"1,274",65.3779,-147.6610,330,-,
"1,275",65.3779,-147.6610,286,-,
"1,276",65.3779,-147.6610,255,-,
"1,277",65.3768,-147.6689,300,-,
"1,278",65.3785,-147.6845,271,-,
"1,279",65.3785,-147.6845,314,-,
"1,280",65.3785,-147.6845,288,-,
"1,281",65.3785,-147.6845,272,-,
"1,282",65.3785,-147.6845,279,-,
"1,283",65.3785,-147.6845,256,-,
"1,284",65.3800,-147.6936,290,-,
"1,285",65.3800,-147.6936,295,-,
"1,286",65.3800,-147.6936,295,Recap?,"Saw tag wound, but no fin clip.  I'd say toss."
"1,287",65.3778,-147.6574,272,-,
"1,288",65.3778,-147.6574,273,-,
"1,289",65.3778,-147.6574,252,-,
"1,290",65.3778,-147.6574,294,-,
"1,291",65.3769,-147.6750,251,-,
"1,292",65.3771,-147.6755,257,-,
"1,293",65.3771,-147.6755,298,-,
"1,294",65.3771,-147.6755,268,-,
"1,295",65.3771,-147.6755,267,-,
"1,296",65.3778,-147.6767,308,-,
"1,297",65.3793,-147.6848,257,-,
"1,298",65.3814,-147.6983,266,361,
"1,299",65.3814,-147.6983,274,-,
"1,300",65.3814,-147.6983,291,-,
"1,301",65.3814,-147.6983,258,-,
"1,302",65.3814,-147.6983,290,-,
"1,303",65.3795,-147.6587,250,-,
"1,304",65.3795,-147.6587,301,-,
"1,305",65.3795,-147.6587,266,-,
"1,306",65.3777,-147.6625,259,-,
"1,307",65.3793,-147.6853,290,-,
"1,308",65.3810,-147.6990,265,225,
"1,309",65.3814,-147.7029,265,-,
"1,310",65.3814,-147.7029,250,-,
"1,311",65.3814,-147.7029,251,-,
"1,312",65.3814,-147.7029,280,Recap,"No tag, but left fin clip, so a recapture"
"1,313",65.3814,-147.7029,285,-,
"1,314",65.3814,-147.7029,320,-,
"1,315",65.3814,-147.7029,261,-,
"1,316",65.3814,-147.7029,255,-,
"1,317",65.3814,-147.7029,262,-,
"1,318",65.3814,-147.7029,256,-,
"1,319",65.3817,-147.7094,260,-,
"1,320",65.3817,-147.7094,280,-,
"1,321",65.3817,-147.7094,285,-,
"1,322",65.3817,-147.7094,251,-,
"1,323",65.3817,-147.7094,252,-,
"1,324",65.3817,-147.7094,275,231,
"1,325",65.3817,-147.7094,263,-,
"1,326",65.3817,-147.7094,261,-,
"1,327",65.3795,-147.7245,259,-,
"1,328",65.3795,-147.7245,285,-,
"1,329",65.3795,-147.7245,263,-,
"1,330",65.3795,-147.7245,260,-,
"1,331",65.3795,-147.7245,252,-,
"1,332",65.3795,-147.7245,310,-,
"1,333",65.3795,-147.7245,254,-,
"1,334",65.3795,-147.7245,282,-,
"1,335",65.3795,-147.7245,310,232,
"1,336",65.3795,-147.7245,257,-,
"1,337",65.3795,-147.7245,253,-,
"1,338",65.3795,-147.7245,263,-,
"1,339",65.3795,-147.7245,281,-,
"1,340",65.3795,-147.7245,276,-,
"1,341",65.3795,-147.7245,266,-,
"1,342",65.3795,-147.7245,306,-,
"1,343",65.3795,-147.7245,283,-,
"1,344",65.3798,-147.7262,273,-,
"1,345",65.3798,-147.7262,285,-,
"1,346",65.3798,-147.7262,255,-,
"1,347",65.3795,-147.7268,297,-,
"1,348",65.3795,-147.7268,250,-,
"1,349",65.3794,-147.7333,250,-,
"1,350",65.3794,-147.7333,252,-,
"1,351",65.3794,-147.7333,280,-,
"1,352",65.3794,-147.7333,265,-,
"1,353",65.3794,-147.7333,315,241,
"1,354",65.3794,-147.7333,269,-,
"1,355",65.3794,-147.7333,280,-,
"1,356",65.3794,-147.7333,273,-,
"1,357",65.3794,-147.7333,281,-,
"1,358",65.3772,-147.7470,252,-,
"1,359",65.3772,-147.7470,300,-,
"1,360",65.3772,-147.7470,315,-,
"1,361",65.3772,-147.7470,272,-,
"1,362",65.3772,-147.7470,323,-,
"1,363",65.3772,-147.7470,331,-,
"1,364",65.3772,-147.7470,260,-,
"1,365",65.3772,-147.7470,290,-,
"1,366",65.3780,-147.7369,343,-,
"1,367",65.3780,-147.7369,294,-,
"1,368",65.3780,-147.7369,278,-,
"1,369",65.3780,-147.7369,310,-,
"1,370",65.3780,-147.7369,283,-,
"1,371",65.3780,-147.7369,286,-,
"1,372",65.3780,-147.7369,300,-,
"1,373",65.3756,-147.6340,283,-,
"1,374",65.3756,-147.6340,301,-,
"1,375",65.3756,-147.6340,272,-,
"1,376",65.3756,-147.6340,263,-,
"1,377",65.3756,-147.6340,278,-,
"1,378",65.3756,-147.6340,261,-,
"1,379",65.3779,-147.6380,253,-,
"1,380",65.3779,-147.6380,257,-,
"1,381",65.3779,-147.6380,296,-,
"1,382",65.3779,-147.6380,261,-,
"1,383",65.3779,-147.6380,294,-,
"1,384",65.3779,-147.6380,272,-,
"1,385",65.3779,-147.6380,301,-,
"1,386",65.3779,-147.6380,255,-,
"1,387",65.3779,-147.6380,312,-,
"1,388",65.3779,-147.6380,348,-,
"1,389",65.3779,-147.6380,286,-,
"1,390",65.3779,-147.6380,250,-,
"1,391",65.3777,-147.6392,289,-,
"1,392",65.3777,-147.6392,274,-,
"1,393",65.3777,-147.6392,269,-,
"1,394",65.3777,-147.6392,278,-,
"1,395",65.3777,-147.6392,255,-,
"1,396",65.3777,-147.6392,332,-,
"1,397",65.3777,-147.6392,261,-,
"1,398",65.3777,-147.6392,280,-,
"1,399",65.3777,-147.6392,291,-,
"1,400",65.3777,-147.6392,251,-,
"1,401",65.3777,-147.6392,279,-,
"1,402",65.3777,-147.6392,257,-,
"1,403",65.3777,-147.6392,260,-,
"1,404",65.3775,-147.6411,272,-,
"1,405",65.3775,-147.6411,269,-,
"1,406",65.3775,-147.6411,267,-,
"1,407",65.3775,-147.6411,256,-,
"1,408",65.3775,-147.6411,296,-,
"1,409",65.3775,-147.6411,262,-,
"1,410",65.3775,-147.6411,253,-,
"1,411",65.3768,-147.6484,300,-,
"1,412",65.3768,-147.6484,286,626,
"1,413",65.3768,-147.6484,295,-,
"1,414",65.3768,-147.6484,271,-,
"1,415",65.3768,-147.6484,291,-,
"1,416",65.3768,-147.6484,266,-,
"1,417",65.3768,-147.6484,282,-,
"1,418",65.3792,-147.6584,312,-,
"1,419",65.3792,-147.6584,324,-,
"1,420",65.3792,-147.6584,289,-,
"1,421",65.3792,-147.6584,274,-,
"1,422",65.3792,-147.6584,279,-,
"1,423",65.3792,-147.6584,292,-,
"1,424",65.3792,-147.6584,261,-,
"1,425",65.3792,-147.6584,262,-,
"1,426",65.3771,-147.7452,273,-,
"1,427",65.3771,-147.7452,283,-,
